startup_name,sector,city,amount_usd,investment_type,investors,date
Perfumery,ECommerce,Delhi,30000.0,Seed Funding,Oranda Global & Others,04/02/2016
Magic Crate,Education,Bangalore,,Seed Funding,"TV Mohandas Pai, Aarin Capital",05/02/2016
ZenDrive,Technology,Bangalore / SFO,13500000.0,Private Equity,"Sherpa Capital, Nyca Partners and Thomvest Ventures",05/02/2016
Smartcooky,ECommerce,Delhi,,Private Equity,"Vandana Luthra,",05/02/2016
Turtlemint,Consumer Internet,Mumbai,,Private Equity,Nexus Venture Partners,05/02/2016
BHIVE,Real Estate,Bangalore,,Seed Funding,"Raghunandan G, Venturesity, Arihant Patni",05/02/2016
Gingercrush,Ecommerce,Vadodara,1000000.0,Private Equity,"Saha Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",05/02/2016
American Vision,Consumer Internet,Pune,81000.0,Seed Funding,Undisclosed investors,05/02/2016
DawaiLelo,Consumer Internet,Varanasi,52000.0,Seed Funding,Undisclosed investors,05/02/2016
Heads Up For Tails,Ecommerce,Delhi,1000000.0,Seed Funding,Undisclosed investors,06/02/2016
LiveNutriFit,Healthcare,Delhi,,Seed Funding,"Mohit Goel, Vinod Jain & Others",06/02/2016
Moglix,Ecommerce,Delhi,,Private Equity,Ratan Tata,08/02/2016
iStyleYou,Consumer Internet,Gurgaon,100000.0,Seed Funding,Green House Ventures (GHV),08/02/2016
AdUrCup,Consumer Internet,Delhi,100000.0,Seed Funding,Green House Ventures (GHV),08/02/2016
Weddingz,Consumer Internet,Mumbai,,Private Equity,Sixth Sense Ventures,08/02/2016
Urban Dhobi,Consumer Internet,Jaipur,,Seed Funding,"Vinod Bansal, Sanjeev Singhal",08/02/2016
Gray Routes,Consumer Internet,Mumbai,,Seed Funding,"Mahesh Parasuraman, Rahul Gautam & Others",08/02/2016
Xpressbees,ECommerce,Pune,12500000.0,Private Equity,"SAIF Partners, IDG Ventures India, Vertex Ventures, Valiant Capital",08/02/2016
Invictus Oncology,Healthcare,Delhi,,Private Equity,Ratan Tata,08/02/2016
Hansel.io,Technology,Bangalore,,Seed Funding,"Endiya Partners, Mekin Maheshwari, Rajesh Sawhney",08/02/2016
Inc42,Consumer Internet,Delhi,,Seed Funding,"India Ventures, Aarin Capital & Others",09/02/2016
Capzest,Consumer Internet,Mumbai,200000.0,Seed Funding,Lion Ventures,10/02/2016
GlamStudios,Consumer Internet,Noida,,Seed Funding,Aqeel Ahmed,10/02/2016
Affimity,Consumer Internet,Bangalore,1200000.0,Seed Funding,undisclosed investors,10/02/2016
Anandakanda,Technology,Pune,150000.0,Seed Funding,undisclosed investors,10/02/2016
JoulestoWatts,Technology,Bangalore,,Seed Funding,Manipal Global Education Services,10/02/2016
Shopkirana,Consumer Internet,Indore,,Seed Funding,"Atul Jain, Anil Gelra, Jaikumar Nair",10/02/2016
Stylofie,Consumer Internet,Gurgaon,,Seed Funding,Jaideep Mehta,10/02/2016
OyBob,eCommerce,Gurgaon,,Seed Funding,Sachin Dalal,10/02/2016
ActOnMagic,Technology,Bangalore,125000.0,Seed Funding,Jayabalan Subramanian,12/02/2016
Bonhomia,Food & Beverage,Delhi,1000000.0,Seed Funding,"Alok Rawat, Grey Orange Robotics",12/02/2016
iGrenEnergi,Technology,Mumbai,1000000.0,Seed Funding,Sunil Mehta,12/02/2016
RKSV,Consumer Internet,Mumbai,4000000.0,Private Equity,Kalaari Capital,12/02/2016
Aasaanjobs,Consumer Internet,Mumbai,5000000.0,Private Equity,"Aspada Advisors, IDG Ventures,\\xc2\\xa0 Inventus Capital",15/02/2016
Snapdeal,eCommerce,Delhi,200000000.0,Private Equity,Ontario Teachers\\xe2\\x80\\x99 Pension Plan & Others,15/02/2016
Jugnoo,Consumer Internet,Chandigarh,,Private Equity,Saumya Tandon,15/02/2016
Snapbizz,Technology,Bangalore,,Private Equity,Ratan Tata,15/02/2016
GoYaNo,Consumer Internet,Gurgaon,50000.0,Seed Funding,Mukesh Kumar Gupta,15/02/2016
RentSher,Consumer Internet,Bangalore,300000.0,Seed Funding,"Vaibhav Doshi, Abhay Singhal, Vibhu Garg, Joby Babu, Abhishek Acharya, Manish Shah",15/02/2016
Buddy,Finance,Bangalore,500000.0,Seed Funding,"Blume Ventures,\\xc2\\xa0 Tracxn Labs",15/02/2016
Legistify,Consumer Internet,Delhi,,Seed Funding,Ranjit Singh,15/02/2016
TableHero,Consumer Internet,Bangalore,1000000.0,Seed Funding,"GrowX Ventures, Kunal Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor",16/02/2016
BetterPlace,Technology,Bangalore,970000.0,Seed Funding,Unitus Seed Fund,16/02/2016
Salebhai,eCommerce,Ahmedabad,,Seed Funding,"Virendra Shekhawat, Deepak Chokhani, Yogesh Patel & Others",16/02/2016
icustommadeit,eCommerce,Pune,4000000.0,Private Equity,"Brand Capital, Siddhivinayak Skyscrapers, Dinesh R. Challa",16/02/2016
Tring,Consumer Internet,Pune,,Seed Funding,Vishwadeep Bajaj & Others,16/02/2016
Medinfi,Consumer Internet,Bangalore,,Seed Funding,"Rajnish Sinha, Prijit Debnath, Kanchan Ghoshal",16/02/2016
Timemytask,Consumer Internet,Mumbai,,Seed Funding,Lead Angels,17/02/2016
GameZop,Technology,Delhi,350000.0,Seed Funding,"KWAN Entertainment & Marketing Solutions, Powerhouse Ventures & Others",17/02/2016
Notary Mama,Consumer Internet,Bangalore,,Seed Funding,"Dr Nandish Domlur, Amit Sandill",17/02/2016
The Viral Fever,Consumer Internet,Mumbai,10000000.0,Private Equity,Tiger Global,17/02/2016
Avanti Learning,Education,Delhi,5000000.0,Private Equity,Michael & Susan Dell Foundation,17/02/2016
Bollant Industries,Technology,Hyderabad,,Private Equity,Ratan Tata,17/02/2016
GetVee,Consumer Internet,Delhi,,Private Equity,"Lightspeed Venture Partners, K Ganesh",18/02/2016
HealthKumbh,Consumer Internet,Ahmedabad,73000.0,Seed Funding,Undisclosed investor,18/02/2016
Unlaze,Consumer Internet,Gurgaon,,Seed Funding,"Sujal Shah, Dino Morea",18/02/2016
Tracxn,Technology,Bangalore,,Private Equity,"Nandan Nilekani, Mohandas Pai, Neeraj Arora, Anand Rajaraman, Girish Mathrubootham, Aneesh Reddy & Teruhide Sato",18/02/2016
Careongo,ECommerce,Delhi,300000.0,Seed Funding,Farooq Oomerbhoy & Other angel investors,18/02/2016
Ark Robot,Technology,Bangalore,350000.0,Seed Funding,Qualcomm (Through QPrize Contest),18/02/2016
Jaypore,ECommerce,Delhi,5000000.0,Private Equity,Aavishkaar,19/02/2016
Finance Buddha,Consumer Internet,Bangalore,,Seed Funding,Chennai Angels,19/02/2016
AlmaConnect,Consumer Internet,Delhi,,Seed Funding,"Mohandas Pai, Varun Aggarwal",19/02/2016
Advantage Club,Consumer Internet,Gurgaon,400000.0,Seed Funding,Purvi Ventures & Others,19/02/2016
LocalRamu,Consumer Internet,Bangalore,,Seed Funding,3 undisclosed investors,19/02/2016
Baby Berry,Consumer Internet,Bangalore,1000000.0,Seed Funding,Nitin Bagmane & Other undisclosed investors,22/02/2016
Magicpin,Consumer Internet,Delhi,3000000.0,Private Equity,Lightspeed India,22/02/2016
First Eat,Consumer Internet,Delhi,100000.0,Seed Funding,Undisclosed investor,22/02/2016
SigTuple,Technology,Bangalore,,Seed Funding,"Sachin Bansal, Binny Bansal, Accel Partners & Others",22/02/2016
Taskbob,Consumer Internet,Mumbai,4500000.0,Private Equity,"IvyCap Ventures, Orios Venture Partners, Mayfield India",22/02/2016
Styledotme,Consumer Internet,Delhi,37000.0,Seed Funding,Indian Angel Network,22/02/2016
NewsLaundry,Consumer Internet,Delhi,,Private Equity,"Omidyar Network,\\xc2\\xa0 Vikram Lal, Abhijit Bhandari, Mahesh Murthy, Shashank Bhagat",22/02/2016
CupoNation,Consumer Internet,Gurgaon,11000000.0,Private Equity,"Rocket Internet AG, Holtzbrink Ventures, New Enterprise Associates (NEA), e.ventures, ru-Net, Deutsche Telekom Strategic Investments (DTSI), Silicon Valley Bank",23/02/2016
Aarav UAV,Technology,Kanpur,,Seed Funding,"StartupXseed Ventures, The Phoenix Fund and others",23/02/2016
Sayfix,Consumer Internet,Bangalore,160000.0,Seed Funding,Yajnanarayana Kammaje,24/02/2016
LoanZen,Consumer Internet,Bangalore,,Seed Funding,Tracxn Syndicate,24/02/2016
NoBroker,Consumer Internet,Bangalore,10000000.0,Private Equity,"Beenext, Digital Garage, Beenos, Qualgro, Mamoru Taniya, SAIF Partners",24/02/2016
AppilyEver,Consumer Internet,Hyderabad,400000.0,Seed Funding,"Varun Aggarwal, Suresh Venkat, Raj Y",24/02/2016
Pocketin,Consumer Internet,Noida,150000.0,Seed Funding,Swastika Company Ltd,24/02/2016
FeetApart,Consumer Internet,Bangalore,,Seed Funding,Vishal Bali & Others,24/02/2016
OfBusiness,eCommerce,Gurgaon,5000000.0,Private Equity,Matrix Partners India,25/02/2016
CarveNiche,Consumer Internet,Bangalore,,Seed Funding,"Calcutta Angels, Lead Angels & Others",25/02/2016
Juspay,Consumer Internet,Bangalore,5800000.0,Private Equity,"Accel Partners, Ashish Hemrajani, Parikshit Dar, Rajesh Balpande",25/02/2016
Funcart,eCommerce,Delhi,70000.0,Seed Funding,Undisclosed HNIs,25/02/2016
Freedom Smart Labs,Technology,Delhi,145000.0,Seed Funding,Kapil Goel,26/02/2016
EduBridge,Consumer Internet,Mumbai,2500000.0,Private Equity,"Insitor Impact Asia Fund, Acumen Fund",26/02/2016
Nestaway,Consumer Internet,Bangalore,,Private Equity,Ratan Tata,29/02/2016
Hopscotch,eCommerce,Mumbai,13000000.0,Private Equity,Eduardo Saverin,29/02/2016
PinClick,Consumer Internet,Bangalore,,Private Equity,Undisclosed investors,29/02/2016
Helpi,Consumer Internet,Mumbai,,Seed Funding,Undisclosed Investors,01/01/2016
DogSpot,ECommerce,Gurgaon,,Seed Funding,Ratan Tata,04/01/2016
Career360,Education,Delhi,,Private Equity,MeritTrac,04/01/2016
B9 Beverages,Food & Beverage,Delhi,6000000.0,Private Equity,"Sequoia Capital, Kunal Bahl, Rohit Bansal, Deepinder Goyal, Ashish Dhawan, Mayank Singhal",04/01/2016
WIMWI Foods,Food & Beverage,Ahmedabad,,Seed Funding,Centre for Innovation Incubation and Entrepreneurship (CIIE),05/01/2016
MyChild App,Education,Bhopal,100000.0,Seed Funding,"Samir Bangara, Anisha Mittal, Amit Gupta, Pallav Nadhani, Lalit Mangal, Arihant Patni, Dr. Ritesh Malik, Deobrat Singh, Saurab Paruthi, Singapore Angel Network.",05/01/2016
Instaproc,ECommerce,Noida,,Seed Funding,Dinesh Agarwal,05/01/2016
360Ride,Consumer Internet,Bangalore,150000.0,Seed Funding,Undisclosed,05/01/2016
Alef\\nMobitech,Consumer Internet,Mumbai,5000000.0,Private Equity,Tata Capital Innovation Fund,05/01/2016
Qdesq,Real Estate,Gurgaon,,Seed Funding,"Dheeraj Jain, Jagdish Kumar, Bharat Gupta, Ankush Saigal, Praveen Saini",06/01/2016
Sensara,Technology,Bangalore,750000.0,Seed Funding,"Lalitesh Katragadda,\\xc2\\xa0 Ganayantrika Systems",06/01/2016
Zebpay,Consumer Internet,Ahmedabad,1000000.0,Private Equity,"Arjun Handa, Amit Jindal, Nagendra Chaudhary",06/01/2016
PlanMy\\nMedicalTrip,Healthcare,Pune,150000.0,Seed Funding,"Bhanu Vikram Parsotam, Rohan Desai and Paras Patel",06/01/2016
MyCity4Kids,Education,Gurgaon,3000000.0,Private Equity,"SIDBI Venture Capital Limited, YourNest Angel Fund",06/01/2016
Justdakhila.com,Education,Delhi,750000.0,Seed Funding,Ankur Gupta,06/01/2016
PitStop,Consumer Internet,Bangalore,,Seed Funding,Myntra/LivSpace Founders,07/01/2016
Bikxie,Consumer Internet,Gurgaon,,Seed Funding,Undisclosed Investors,07/01/2016
Infurnia,Consumer Internet,Bangalore,160000.0,Seed Funding,Idein Ventures,07/01/2016
Myly,Education,Jaipur,100000.0,Seed Funding,Newbie Promoter Pvt Ltd,07/01/2016
MakeMyTrip,Consumer Internet,Gurgaon,180000000.0,Private Equity,Ctrip.com International Ltd,07/01/2016
Melorra,ECommerce,Bangalore,5000000.0,Private Equity,Lightbox Ventures,08/01/2016
ConfirmTKT,Consumer Internet,Bangalore,250000.0,Seed Funding,"Krishna Jhujhunwala, Dr. Apoorv Ranjan Sharma, Anirudh Damani, Anand Ladsariya, Sanjay Mehta & Others",08/01/2016
Gyaanzone,Education,Mumbai,45000.0,Seed Funding,GBIM Technologies Pvt Ltd,08/01/2016
FlatFurnish,Consumer Internet,Gurgaon,,Seed Funding,Arun Chandra Mohan,08/01/2016
Lumiere,ECommerce,Bangalore,,Private Equity,Undisclosed investors,09/01/2016
Koovs,ECommerce,Gurgaon,5400000.0,Private Equity,"Nahata Family, Waheed Alli",11/01/2016
Wishup,Consumer Internet,Delhi,,Seed Funding,"500 Startups, Mato Peric, TracxnLabs",11/01/2016
FreshMenu,Consumer Internet,Bangalore,16500000.0,Private Equity,"Zodius Capital, Lightspeed Venture Partners",11/01/2016
SavvyMob,ECommerce,Bangalore,1000000.0,Seed Funding,"TV Mohandas Pai, LetsVenture",11/01/2016
Fashionablyin,Consumer Internet,Mumbai,,Seed Funding,Ranjan Mahtani,11/01/2016
Shopclues,ECommerce,Gurgaon,100000000.0,Private Equity,"GIC, Tiger Global Management, Nexus Venture Partners",12/01/2016
Hike Messenger,Consumer Internet,Delhi,,Private Equity,"Matt Mullenweg, Adam D\\xe2\\x80\\x99Angelo, Aditya Agarwal,\\xc2\\xa0 Ruchi Sanghvi & Others",12/01/2016
iBus Networks,Technology,Bangalore,2300000.0,Private Equity,"Vallabh Bhanshali, N Squared Management LLC, Jagdish & Sandeep Mehta Family Office",12/01/2016
Happy2Refer,Consumer Internet,Mumbai,250000.0,Seed Funding,"Equity Crest, Vinners, Sparknext",12/01/2016
CarTrade,Consumer Internet,Mumbai,145000000.0,Private Equity,"Temasek Holdings, March Capital, Warburg Pincus",13/01/2016
Rentomo,Consumer Internet,Bangalore,100000.0,Seed Funding,Shiva Ashok & Other unnamed investors,13/01/2016
Roder,Consumer Internet,Delhi,240000.0,Seed Funding,Unicorn India Ventures,13/01/2016
Bucker,Consumer Internet,Hyderabad,,Seed Funding,"50k Ventures, Munish Jauhar, Pulkit Jain, Rohit Narang",13/01/2016
Care24,Healthcare,Mumbai,4000000.0,Private Equity,"SAIF Partners, India Quotient",13/01/2016
Obino,Healthcare,Mumbai,,Private Equity,RoundGlass Partners,13/01/2016
Snapshopr,Consumer Internet,Bangalore,,Seed Funding,Amod Malviya,14/01/2016
Buildkar,ECommerce,Bangalore,,Seed Funding,"Mustafa Wajid, Umang Kumar & Others",14/01/2016
Orahi,Consumer Internet,Gurgaon,520000.0,Seed Funding,Indian Angel Network,14/01/2016
Zapr,Technology,Gurgaon,,Seed Funding,"Flipkart, Saavn, Micromax, Dhiraj Rajaram, Ambiga Dhiraj, Dinesh Agarwal, Samir Bangara, Sanjay Nath, Arihant Patni",14/01/2016
Remidio,Healthcare,Bangalore,,Private Equity,Cipher-Plexus Capital Advisors & Indian HNIs,15/01/2016
evibe.in,Consumer Internet,Bangalore,,Seed Funding,"Hyderabad Angels, Lalit Mangal,\\xc2\\xa0 Vikas Malpani, Gaurav Bhalotia, LV Prasad",15/01/2016
Jobick,Consumer Internet,Noida,,Seed Funding,Abhinav Mathur,15/01/2016
Plick,Consumer Internet,Mumbai,,Seed Funding,Sanjay Mehta,16/01/2016
Voice Friends,Consumer Internet,Mumbai,,Seed Funding,Huzaifa Khorakiwala,18/01/2016
Kartrocket,Consumer Internet,Delhi,6000000.0,Private Equity,"Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding, 500 Startups",18/01/2016
Swiggy,Consumer Internet,Bangalore,35000000.0,Private Equity,"Harmony Partners, RB Investments & existing investors",19/01/2016
Cashkaro,Consumer Internet,Gurgaon,,Private Equity,Ratan Tata,19/01/2016
Gameezop,Consumer Internet,Delhi,,Seed Funding,Anand Chandrasekaran & Others,19/01/2016
DailyObjects,ECommerce,Delhi,1400000.0,Private Equity,"Unilazer Fund,\\xc2\\xa0 Phanindra Sama, Peyush Bansal",19/01/2016
Indus OS,Technology,Mumbai,5000000.0,Private Equity,"Omidyar Network,",19/01/2016
CollegeDunia,Consumer Internet,Delhi,445000.0,Seed Funding,Umang Kumar,19/01/2016
Villgro,Finance,Chennai,3500000.0,Private Equity,"Lemelson Foundation, Michael and Susan Dell Foundation",19/01/2016
Reddoorz,Consumer Internet,Delhi,,Private Equity,500 Startups,20/01/2016
IndustryBuying,ECommerce,Delhi,1800000.0,Private Equity,Trifecta Capital,20/01/2016
Just Buy Live,ECommerce,Mumbai,20000000.0,Private Equity,Alpha Capital,20/01/2016
IMbesharam,ECommerce,New Delhi / US,4000000.0,Private Equity,Undisclosed US Based Investors,20/01/2016
Moodoo,Consumer Internet,Mumbai / UK,40000.0,Seed Funding,Sa\\xc3\\xafd Business School Seed Fund.,20/01/2016
Saral Designs,Healthcare,Mumbai,,Seed Funding,"Farooq Adam, Ambi Parameswaran,",20/01/2016
FirstCry,ECommerce,Pune,,Private Equity,Ratan Tata,21/01/2016
Fisdom,Consumer Internet,Bangalore,500000.0,Seed Funding,Rob Chandra,21/01/2016
Easypolicy,Consumer Internet,Noida,2200000.0,Private Equity,Unilazer Ventures,21/01/2016
Housing.com,Consumer Internet,Mumbai,15000000.0,Private Equity,SoftBank Corp,21/01/2016
CREO,Technology,Bangalore,3000000.0,Private Equity,"Sequoia Capital, Beenext Ventures, India Quotient, Anand Chandrasekaran",21/01/2016
ShabdaNagari,Consumer Internet,Kanpur,200000.0,Seed Funding,Kanpur Angels & Others,22/01/2016
Little,Consumer Internet,Bangalore,,Private Equity,GIC,22/01/2016
SnapBizz,ECommerce,Bangalore,7200000.0,Private Equity,"Jungle Ventures, Taurus Value Creation, Konly Venture, Blume Ventures",22/01/2016
Qlivery,Consumer Internet,Gurgaon,,Seed Funding,Chandigarh Angels Funding,22/01/2016
PlexusMD,Consumer Internet,Ahmedabad,,Seed Funding,"Arihant Patni, Avnish Mehra, Pranay Adhvaryu, Ravi Sampat",22/01/2016
Silvan,Technology,Bangalore,515000.0,Seed Funding,The Chennai Angels,22/01/2016
EPS,Technology,Mumbai,35000000.0,Private Equity,APIS Partners,22/01/2016
Qubole,Technology,Bangalore,30000000.0,Private Equity,"Institutional Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV",22/01/2016
Gajty,Healthcare,Gurgaon,,Seed Funding,Purvi Ventures,22/01/2016
SIFTR Labs,Consumer Internet,Mumbai,150000.0,Seed Funding,Venture Catalysts,25/01/2016
Power2SME,Consumer Internet,Gurgaon,21000000.0,Private Equity,"Nandan Nilekani, Accel Partners, Kalaari Capital and Inventus Capital",25/01/2016
SkyCandle,ECommerce,Delhi,,Private Equity,GPA group,25/01/2016
Teabox.com,ECommerce,Siliguri,,Private Equity,Ratan Tata,27/01/2016
Buildzar,ECommerce,Gurgaon,4000000.0,Private Equity,Puneet Dalmia,27/01/2016
Applicate,Technology,Bangalore,1000000.0,Seed Funding,Undisclosed investors,27/01/2016
WhatsOnRent,ECommerce,Bangalore,,Seed Funding,Lalit Mangal & Others,27/01/2016
Zebi (yet to launch),Technology,Hyderabad,1000000.0,Seed Funding,Un disclosed investors,28/01/2016
Truce,FMCG,Mumbai,370000.0,Seed Funding,"Anupam Mittal, Amit Gupta, Utsav Somani, Neeraj Goenka, Farooq Adam Mukadam",28/01/2016
JustDoc,Consumer Interne,Bangalore,,Seed Funding,"TV Mohandas Pai, Mohit Saxena, Raghunandan G, Singapore Angel Network, TracxnLabs",28/01/2016
Myeglu,Technology,Bangalore,,Seed Funding,Foxconn Technology Group & Others,28/01/2016
BitGiving,Consumer Internet,Delhi,,Seed Funding,"Harminder Sahni, Krishna Mehra, Sanjay Bakshi",29/01/2016
Qriyo,Consumer Internet,Jodhpur,160000.0,Seed Funding,Idein Ventures,29/01/2016
N.O.W,Consumer Internet,Noida,,Seed Funding,Maple Capital Advisors,29/01/2016
Aisle,Consumer Internet,Bangalore,185000.0,Seed Funding,"TermSheet, ah! Ventures",29/01/2016
FreshMenu,Consumer Internet,Bangalore,17000000.0,Private Equity,"Zodius Technology Fund, Lightspeed Venture Partners",29/01/2016
Truebil,ECommerce,Mumbai,5150000.0,Private Equity,"Kalaari Capital, Inventus Capital, Tekton Ventures, Kae Capital",29/01/2016
Rare Media,Technology,Delhi,1100000.0,Private Equity,Info Edge (India) Ltd,29/01/2016
TinMen,Consumer Internet,Hyderabad,,Seed Funding,Lead Angel Network,29/01/2016
CodingLabs,Technology,Hyderabad,,Seed Funding,Vineet Nalla,29/01/2016
FindUrClass,Consumer Internet,Mumbai,,Seed Funding,"Amit Patni, Anirudh Damani, Samir Shah",30/01/2016
DesignBids,Consumer Internet,Delhi,,Seed Funding,Indian Angel Network,30/01/2016
CollegeDekho,Online Education Information platform,Jaipur,1000000.0,Seed Funding,GirnarSoft,01/12/2015
Black White Orange Brands,Brand Licensing Startup,Mumbai,,Seed Funding,YouWeCan Ventures,01/12/2015
Biteclub,Gourmet Food Discovery & Delivery platform,Gurgaon,,Private Equity,growX ventures,01/12/2015
Patel Logistics,Transportation & Logistics Platform,Mumbai,5600000.0,Private Equity,Frontline Strategy,01/12/2015
Wigzo,Enterprise Marketing Automation platform,Delhi,500000.0,Seed Funding,"Aarin Capital Partners, TV Mohandas Pai",01/12/2015
Zapluk,"Health, Wellness & Beauty Services App",Hyderabad,,Seed Funding,,01/12/2015
Godof Hospitals,Digital Healthcare,Delhi,2000000.0,Seed Funding,Pankaj Gupta,01/12/2015
RoomsTonite,Last Minute Hotel Booking App,Bangalore,1500000.0,Seed Funding,"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,\\xc2\\xa0 Ralph Berezan, Vissal Mathew,\\xc2\\xa0 Balamurali Krishna",02/12/2015
Kaaryah,Womens Fashion Wear Portal,Delhi,,Private Equity,"The Saha Fund, TV Mohandas Pai",02/12/2015
Anakage,Product Learning platform,Bangalore,,Seed Funding,CIO Angel Network (CAN),03/12/2015
EasyKhaana,Online Food ordering & Delivery platform,Delhi,100000.0,Seed Funding,Undisclosed investors,03/12/2015
Shuttl,App based Bus Pooling Services,Gurgaon,20000000.0,Private Equity,"Sequoia Capital, Times Internet Ltd & One more Fund",03/12/2015
